ID,NAME,CD_GEOCODI,TIPO,CD_GEOCODB,NM_BAIRRO,CD_GEOCODS,NM_SUBDIST,CD_GEOCODD,NM_DISTRIT,CD_GEOCODM,NM_MUNICIP,NM_MICRO,NM_MESO
2432,DNL_55,530010805140009,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2448,DNL_55,530010805140025,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2449,DNL_55,530010805140026,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2450,DNL_55,530010805140027,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2451,DNL_55,530010805140028,RURAL,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2453,DNL_55,530010805140030,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2460,DNL_55,530010805140037,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2462,DNL_55,530010805140039,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2463,DNL_55,530010805140040,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2466,DNL_55,530010805140043,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2467,DNL_55,530010805140044,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2468,DNL_55,530010805140045,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2475,DNL_55,530010805140052,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2477,DNL_55,530010805140054,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2479,DNL_55,530010805140056,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2484,DNL_55,530010805140061,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2485,DNL_55,530010805140062,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2486,DNL_55,530010805140063,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2487,DNL_55,530010805140064,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
3295,DNL_55,530010805160191,URBANO,,,53001080516,GUARÁ,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
3801,DNL_55,530010805190022,URBANO,,,53001080519,CANDANGOLÂNDIA,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4060,DNL_55,530010805230001,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4061,DNL_55,530010805230002,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_55,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4065,DNL_55,530010805230006,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4066,DNL_55,530010805230007,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4067,DNL_55,530010805230008,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4079,DNL_55,530010805230020,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4080,DNL_55,530010805230021,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4081,DNL_55,530010805230022,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4082,DNL_55,530010805230023,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4083,DNL_55,530010805230024,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4084,DNL_55,530010805230025,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4085,DNL_55,530010805230026,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4109,DNL_55,530010805230050,RURAL,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4110,DNL_55,530010805230051,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4111,DNL_55,530010805230052,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4113,DNL_55,530010805230054,RURAL,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2460,DNL_60,530010805140037,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2463,DNL_60,530010805140040,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2485,DNL_60,530010805140062,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
3801,DNL_60,530010805190022,URBANO,,,53001080519,CANDANGOLÂNDIA,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4060,DNL_60,530010805230001,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4061,DNL_60,530010805230002,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_60,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4065,DNL_60,530010805230006,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4067,DNL_60,530010805230008,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4080,DNL_60,530010805230021,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4081,DNL_60,530010805230022,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4109,DNL_60,530010805230050,RURAL,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
2463,DNL_65,530010805140040,URBANO,,,53001080514,NÚCLEO BANDEIRANTE,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4060,DNL_65,530010805230001,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_65,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_70,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_75,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_80,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
4063,DNL_85,530010805230004,URBANO,,,53001080523,LAGO SUL,530010805,BRASÍLIA,5300108,BRASÍLIA,BRASÍLIA,DISTRITO FEDERAL
